province_name,province_id,owner_name_1763,owner_tag_1763,historical_justification_1763_with_source,current_owner_tag,status,confidence
Urbino,6844,,,,PAP,OWNED,
Targu Neamt,6845,,,,MOL,OWNED,
Kotupur,6846,,,,BNG,OWNED,
Porzuna,6847,,,,SPA,OWNED,
Nijmegen,6848,,,,NED,OWNED,
Liaozhong,6849,,,,MKD,OWNED,
St Cloud,6850,,,,DAK,OWNED,
Keluang,6851,,,,PLB,OWNED,
Kashan,6852,,,,,UNOWNED,
Yinan,6853,,,,CHI,OWNED,
Zabljak,6854,,,,TUR,OWNED,
El Bnoud,6855,,,,ALG,OWNED,
Nunukan,6856,,,,BGN,OWNED,
Zibo,6857,,,,CHI,OWNED,
Burnie,6858,,,,,UNOWNED,
Vyazhemsky,6859,,,,MNC,OWNED,
Arezzo,6860,,,,TUS,OWNED,
Nafada,6861,,,,GMB,OWNED,
Godhra,6862,,,,BRD,OWNED,
Malheur,6863,,,,,UNOWNED,
Maoqitun,6864,,,,MKD,OWNED,
Tikrit,6865,,,,MOS,OWNED,
Muara Bulian,6866,,,,JBI,OWNED,
Mogzon,6867,,,,RUS,OWNED,
Orlando,6868,,,,SEM,OWNED,
Ambohidara,6869,,,,,UNOWNED,
Waco,6870,,,,CDD,OWNED,
Ba'kelan,6871,,,,BRU,OWNED,
Nyima,6872,,,,MLK,OWNED,
Kaikoura,6873,,,,,UNOWNED,
Aral,6874,,,,KSH,OWNED,
ad-Damir,6875,,,,SNR,OWNED,
Shikukabetsu,6876,,,,,UNOWNED,
Al Goled,6877,,,,HOR,OWNED,
Khorinsk,6878,,,,RUS,OWNED,
Kalongo,6879,,,,,UNOWNED,
Pishan,6880,,,,XNG,OWNED,
Clare,6881,,,,GBR,OWNED,
Archangelsk,6882,,,,RUS,OWNED,
Montforte,6883,,,,SPA,OWNED,
Shembet,6884,,,,RUS,OWNED,
Saint-Brieuc,6885,,,,FRA,OWNED,
Verkhneyarkeevo,6886,,,,RUS,OWNED,
Gorki,6887,,,,LIT,OWNED,
Ladysmith,6888,,,,ZUL,OWNED,
Cantemir,6889,,,,RUS,OWNED,
Fiadory,6890,,,,LIT,OWNED,
Sint Marteen,6891,,,,ANT,OWNED,
Bistritz,6892,,,,TRS,OWNED,
Dubrovytsia,6893,,,,LIT,OWNED,
Pontevedra,6894,,,,SPA,OWNED,
Vysokaya,6895,,,,RUS,OWNED,
Chapais,6896,,,,ICF,OWNED,
Pontivy,6897,,,,FRA,OWNED,
El Kelaa,6898,,,,MOR,OWNED,
Kruglae,6899,,,,LIT,OWNED,
Vaslui,6900,,,,MOL,OWNED,
Osa,6901,,,,RUS,OWNED,
Kobe,6902,,,,HJI,OWNED,
Trebigne,6903,,,,TUR,OWNED,
Visakhapatnam,6904,,,,EIC,OWNED,
Zilah,6905,,,,TRS,OWNED,
Baroda,6906,,,,EIC,OWNED,
Deskati,6907,,,,JNI,OWNED,
Lashio,6908,,,,BUR,OWNED,
Buffalo,6909,,,,ASB,OWNED,
Wakanai,6910,,,,,UNOWNED,
Tanabe,6911,,,,KII,OWNED,
Dundas,6912,,,,,UNOWNED,
Habiganj,6913,,,,EIC,OWNED,
Gasmata,6914,,,,,UNOWNED,
Njombe,6915,,,,,UNOWNED,
Barkerville,6916,,,,DNE,OWNED,
Tottori,6917,,,,TKG,OWNED,
Otuzco,6918,,,,,UNOWNED,
Turkestan,6919,,,,ORT,OWNED,
Dutse,6920,,,,GBI,OWNED,
Amreli,6921,,,,KTW,OWNED,
St-Paul-de-Métis ,6922,,,,,UNOWNED,
Kantabaji,6923,,,,NAG,OWNED,
Balhaf,6924,,,,WHD,OWNED,
Onida,6925,,,,YNK,OWNED,
Dalwallinu,6926,,,,,UNOWNED,
Bogra,6927,,,,BNG,OWNED,
Villa Nueva,6928,,,,,UNOWNED,
Ouarzazate,6929,,,,MOR,OWNED,
Talovo,6930,,,,RUS,OWNED,
Bida,6931,,,,NUP,OWNED,
Badaun,6932,,,,EIC,OWNED,
Sana'a,6933,,,,QSM,OWNED,
Aconcagua,6934,,,,CHL,OWNED,
Bol,6935,,,,,UNOWNED,
Bienville,6936,,,,,UNOWNED,
Dreux,6937,,,,FRA,OWNED,
Groningen,6938,,,,NED,OWNED,
Gjøvik,6939,,,,NOR,OWNED,
Kuortane,6940,,,,FIN,OWNED,
Kotovo,6941,,,,RUS,OWNED,
Worcester,6942,,,,CPC,OWNED,
Burdur,6943,,,,TUR,OWNED,
Borzna,6944,,,,RUS,OWNED,
Brattleboro,6945,,,,USA,OWNED,
Chartres,6946,,,,FRA,OWNED,
Lorient,6947,,,,FRA,OWNED,
Leeuwarden,6948,,,,NED,OWNED,
Bolu,6949,,,,TUR,OWNED,
Pori,6950,,,,FIN,OWNED,
Marosh,6951,,,,TRS,OWNED,
Zhirnovsk,6952,,,,RUS,OWNED,
Yuyang,6953,,,,CHI,OWNED,
Vranje,6954,,,,TUR,OWNED,
Drobeta Severin,6955,,,,WAL,OWNED,
Ban Kang,6956,,,,VIN,OWNED,
Denizli,6957,,,,MNS,OWNED,
Mena,6958,,,,RUS,OWNED,
Cuijia Weizei,6959,,,,MKD,OWNED,
Bethel,6960,,,,USA,OWNED,
Vernon,6961,,,,DNE,OWNED,
Portland,6962,,,,,UNOWNED,
Abu Qurin,6963,,,,TRI,OWNED,
Düzce,6964,,,,TUR,OWNED,
Saga,6965,,,,TIB,OWNED,
Citrana,6966,,,,,UNOWNED,
Beni Waled,6967,,,,,UNOWNED,
Kébémer,6968,,,,CAY,OWNED,
Lindong,6969,,,,CHI,OWNED,
Peje,6970,,,,TUR,OWNED,
Wusancun,6971,,,,HLJ,OWNED,
Sukhotai,6972,,,,SIA,OWNED,
Gu'erban,6973,,,,ILI,OWNED,
Qinhuangdao,6974,,,,CHI,OWNED,
Salavan,6975,,,,CPK,OWNED,
Glushata,6976,,,,RUS,OWNED,
Tacna,6977,,,,,UNOWNED,
Erdenet,6978,,,,ULS,OWNED,
Kalasin,6979,,,,VIN,OWNED,
Jesús María,6980,,,,,UNOWNED,
Khalanga,6981,,,,NEP,OWNED,
Boboni,6982,,,,,UNOWNED,
Eqlid,6983,,,,,UNOWNED,
Badarma,6984,,,,RUS,OWNED,
Baicheng,6985,,,,CHI,OWNED,
Gambela,6986,,,,WEA,OWNED,
Hutubi,6987,,,,ILI,OWNED,
Fashoda,6988,,,,SLL,OWNED,
Rashaant,6989,,,,ULS,OWNED,
Greymouth,6990,,,,,UNOWNED,
Adaban,6991,,,,,UNOWNED,
Białystok,6992,,,,POL,OWNED,
Nadym,6993,,,,RUS,OWNED,
Oranki,6994,,,,RUS,OWNED,
Williamsport,6995,,,,USA,OWNED,
Blyth,6996,,,,GBR,OWNED,
Meseritz,6997,,,,POZ,OWNED,
Chinon,6998,,,,FRA,OWNED,
Łomża,6999,,,,POL,OWNED,
Hamburg,7000,,,,HAM,OWNED,
Zomba,7001,,,,MGJ,OWNED,
Shagatay,7002,,,,RUS,OWNED,
Sudostroy,7003,,,,RUS,OWNED,
PROV7004,7004,,,,,UNNAMED/placeholder,
Phumi Mongri,7005,,,,CBI,OWNED,
Nagyszalonta,7006,,,,HUN,OWNED,
Budarino,7007,,,,RUS,OWNED,
Cartagena,7008,,,,SPA,OWNED,
Coudersport,7009,,,,USA,OWNED,
Roxburgh,7010,,,,GBR,OWNED,
Hermitage,7011,,,,USA,OWNED,
Kagoshima,7012,,,,SHZ,OWNED,
Neumark,7013,,,,BAV,OWNED,
Izmit,7014,,,,TUR,OWNED,
Abrud-Banya,7015,,,,TRS,OWNED,
Dzhigda,7016,,,,RUS,OWNED,
Chaohu,7017,,,,CHI,OWNED,
Adapazari,7018,,,,TUR,OWNED,
PROV7019,7019,,,,KHV,OWNED,
Kawthuang,7020,,,,BUR,OWNED,
Ang Thong,7021,,,,SIA,OWNED,
Zarcilla,7022,,,,SPA,OWNED,
Desterro,7023,,,,BRZ,OWNED,
Fremont,7024,,,,,UNOWNED,
Okanogan,7025,,,,,UNOWNED,
Shangyu,7026,,,,CHI,OWNED,
Kapaur,7027,,,,,UNOWNED,
Barrancabermeja,7028,,,,TNJ,OWNED,
Yingkion,7029,,,,ASS,OWNED,
Aldan,7030,,,,RUS,OWNED,
Lu'an,7031,,,,CHI,OWNED,
Red Deer,7032,,,,,UNOWNED,
Badkuz,7033,,,,,UNOWNED,
Xiaoshan,7034,,,,CHI,OWNED,
Uthaithani,7035,,,,SIA,OWNED,
Vacaria,7036,,,,BRZ,OWNED,
Ho,7037,,,,ATI,OWNED,
Bishkek,7038,,,,SBG,OWNED,
Bula,7039,,,,,UNOWNED,
Punakha,7040,,,,BHU,OWNED,
Banff,7041,,,,BLF,OWNED,
Zuerat,7042,,,,,UNOWNED,
Lysebotn,7043,,,,NOR,OWNED,
Gagnoa,7044,,,,,UNOWNED,
Kurukshetra,7045,,,,KHL,OWNED,
Romorantin-Lanthenay,7046,,,,FRA,OWNED,
Baranavichy,7047,,,,LIT,OWNED,
Lohja,7048,,,,FIN,OWNED,
Glatz,7049,,,,PRU,OWNED,
Kalmar,7050,,,,SWE,OWNED,
Al-Hudayda,7051,,,,QSM,OWNED,
Dongguang,7052,,,,CHI,OWNED,
Almundsryd,7053,,,,SWE,OWNED,
Norman,7054,,,,CMC,OWNED,
Behbehan,7055,,,,,UNOWNED,
Porkhovo,7056,,,,LIT,OWNED,
Chillicothe,7057,,,,CMC,OWNED,
Turku,7058,,,,FIN,OWNED,
Szegodr,7059,,,,HUN,OWNED,
Königgratz,7060,,,,AUS,OWNED,
Orupeme,7061,,,,,UNOWNED,
Iquitos,7062,,,,,UNOWNED,
Qaim,7063,,,,MOS,OWNED,
Tuneceli,7064,,,,TUR,OWNED,
Racz-Kebe,7065,,,,HUN,OWNED,
Vavuniya,7066,,,,CYL,OWNED,
Botou,7067,,,,CHI,OWNED,
Rethel,7068,,,,FRA,OWNED,
Nafplio,7069,,,,TUR,OWNED,
Grand Junction,7070,,,,UTE,OWNED,
Mantane,7071,,,,LCA,OWNED,
Eastern Desert,7072,,,,,UNOWNED,
Arlington,7073,,,,USA,OWNED,
Central Juruá,7074,,,,BRZ,OWNED,
Toshka,7075,,,,EGY,OWNED,
Zwedru,7076,,,,,UNOWNED,
Asyut,7077,,,,EGY,OWNED,
Wild Horse,7078,,,,BLF,OWNED,
Elberton,7079,,,,,UNOWNED,
Takab,7080,,,,ARD,OWNED,
Zhangyi,7081,,,,CHI,OWNED,
Kargil,7082,,,,LDK,OWNED,
Santa Fe,7083,,,,NSP,OWNED,
Tripoli,7084,,,,TUR,OWNED,
Merredin,7085,,,,,UNOWNED,
Cobalt,7086,,,,,UNOWNED,
Danville,7087,,,,SHW,OWNED,
Buenos Aires,7088,,,,,UNOWNED,
Bayanaul,7089,,,,ORT,OWNED,
Orsk,7090,,,,RUS,OWNED,
Rumah,7091,,,,DRY,OWNED,
Fort Vermilion,7092,,,,,UNOWNED,
Baotou,7093,,,,CHI,OWNED,
Junín,7094,,,,,UNOWNED,
Acoma,7095,,,,APA,OWNED,
Central Highlands,7096,,,,,UNOWNED,
Paducah,7097,,,,CHC,OWNED,
Al Mayyah,7098,,,,DRY,OWNED,
Atkarsk,7099,,,,RUS,OWNED,
Dubrovka,7100,,,,RUS,OWNED,
Kalwaria,7101,,,,POL,OWNED,
Mujejärvi,7102,,,,RUS,OWNED,
El Bayadh,7103,,,,ALG,OWNED,
Harrisburg,7104,,,,USA,OWNED,
Ozov,7105,,,,RUS,OWNED,
Caracas,7106,,,,CPV,OWNED,
Fontenay-le-Comte,7107,,,,FRA,OWNED,
Ekaterinovka,7108,,,,RUS,OWNED,
Borovitchi,7109,,,,RUS,OWNED,
Broos,7110,,,,TRS,OWNED,
Kreuzburg,7111,,,,PRU,OWNED,
Tilsit,7112,,,,PRU,OWNED,
Poyang,7113,,,,,UNOWNED,
Nangchen,7114,,,,NGQ,OWNED,
Funfkirchen,7115,,,,HUN,OWNED,
Gaotang,7116,,,,CHI,OWNED,
Carlisle,7117,,,,USA,OWNED,
Kolomna,7118,,,,RUS,OWNED,
Akron,7119,,,,IRO,OWNED,
Nadidad,7120,,,,EIC,OWNED,
Sonseca,7121,,,,SPA,OWNED,
Deutsche-Faget,7122,,,,HUN,OWNED,
Wallowa,7123,,,,LKU,OWNED,
Taichung,7124,,,,CHI,OWNED,
Trujillo,7125,,,,SPA,OWNED,
Wewahitchlka,7126,,,,FLO,OWNED,
Kaubun,7127,,,,SBL,OWNED,
Szigetvar,7128,,,,HUN,OWNED,
Xi'an,7129,,,,CHI,OWNED,
Hebi,7130,,,,CHI,OWNED,
Mavinga,7131,,,,,UNOWNED,
Mansfield,7132,,,,SHW,OWNED,
La Pocatière,7133,,,,LCA,OWNED,
Ghandhidham,7134,,,,KTC,OWNED,
Dehradun,7135,,,,NEP,OWNED,
Punta Delgada,7136,,,,,UNOWNED,
Quebec,7137,,,,LCA,OWNED,
Oaxaca,7138,,,,MEX,OWNED,
Mariinskoe,7139,,,,MNC,OWNED,
Chenzhou,7140,,,,CHI,OWNED,
Sosnovo-Ozerskoye,7141,,,,RUS,OWNED,
Slidell,7142,,,,LSA,OWNED,
Caçador,7143,,,,BRZ,OWNED,
Kudat,7144,,,,SLU,OWNED,
Sabzevar,7145,,,,,UNOWNED,
Lusambo,7146,,,,,UNOWNED,
Caldas,7147,,,,BRZ,OWNED,
Zagros Mountains,7148,,,,,UNOWNED,
Matakana,7149,,,,NGW,OWNED,
PROV7150,7150,,,,KTG,OWNED,
Pauzhetka,7151,,,,RUS,OWNED,
Asunción,7152,,,,PRG,OWNED,
Orshanka,7153,,,,RUS,OWNED,
Chapadão do Céu,7154,,,,BRZ,OWNED,
Kenema,7155,,,,KOY,OWNED,
Châtellerault,7156,,,,FRA,OWNED,
Aran o Bidgol,7157,,,,,UNOWNED,
Lindi,7158,,,,OMA,OWNED,
Kuz'mino,7159,,,,RUS,OWNED,
Bortelid,7160,,,,NOR,OWNED,
Lanivtsi,7161,,,,LIT,OWNED,
Zambezi,7162,,,,BRS,OWNED,
PROV7163,7163,,,,RUS,OWNED,
Nyanza,7164,,,,,UNOWNED,
Fukuyama,7165,,,,ASN,OWNED,
Miechów,7166,,,,POL,OWNED,
Ryazan,7167,,,,RUS,OWNED,
Uniontown,7168,,,,USA,OWNED,
Pharenda,7169,,,,BIH,OWNED,
Minden,7170,,,,UCA,OWNED,
Tarakhovka,7171,,,,RUS,OWNED,
Yangmulin,7172,,,,MKD,OWNED,
Snartemo,7173,,,,NOR,OWNED,
Varjas,7174,,,,HUN,OWNED,
Husiatyn,7175,,,,RUS,OWNED,
Vrede,7176,,,,,UNOWNED,
Kalewa,7177,,,,BUR,OWNED,
Vlore,7178,,,,JNI,OWNED,
Lamerien,7179,,,,,UNOWNED,
Miyoshi,7180,,,,ASN,OWNED,
Pingyi,7181,,,,CHI,OWNED,
Wheeling,7182,,,,USA,OWNED,
Kumuzek,7183,,,,ORT,OWNED,
Pointe au Baril,7184,,,,UCA,OWNED,
San Cristobal,7185,,,,,UNOWNED,
Dongmengkoucun,7186,,,,MKD,OWNED,
Cruzeiro del Sur,7187,,,,,UNOWNED,
Kolar,7188,,,,MYS,OWNED,
Gerlach,7189,,,,,UNOWNED,
Zhuhai,7190,,,,CHI,OWNED,
Sawtooth,7191,,,,BCK,OWNED,
Jamshedpur,7192,,,,NAG,OWNED,
Bari,7193,,,,NAP,OWNED,
Hengyang,7194,,,,CHI,OWNED,
Panamic,7195,,,,LDK,OWNED,
Errachidia,7196,,,,MOR,OWNED,
Tai'an,7197,,,,CHI,OWNED,
Liubinskii,7198,,,,RUS,OWNED,
Aného,7199,,,,,UNOWNED,
Xining,7200,,,,CHI,OWNED,
Bugrino,7201,,,,RUS,OWNED,
Taiz,7202,,,,QSM,OWNED,
Lassen,7203,,,,NUU,OWNED,
Dori,7204,,,,LIP,OWNED,
Juntura,7205,,,,,UNOWNED,
Huitong,7206,,,,CHI,OWNED,
Chepes,7207,,,,,UNOWNED,
Austin,7208,,,,APA,OWNED,
Punta de Diaz,7209,,,,CHL,OWNED,
Finnsnes,7210,,,,NOR,OWNED,
Haixi,7211,,,,CHI,OWNED,
Ma'rib,7212,,,,QSM,OWNED,
Guben,7213,,,,PRU,OWNED,
Korcheva,7214,,,,RUS,OWNED,
Gujrat,7215,,,,KHL,OWNED,
Diatkovo,7216,,,,RUS,OWNED,
Savonlinna,7217,,,,FIN,OWNED,
Plasencia,7218,,,,SPA,OWNED,
Bhandara,7219,,,,NAG,OWNED,
Schönefeld,7220,,,,PRU,OWNED,
Bruges,7221,,,,NED,OWNED,
Tver,7222,,,,RUS,OWNED,
Neusatz,7223,,,,HUN,OWNED,
PROV7224,7224,,,,,UNNAMED/placeholder,
Czortków,7225,,,,AUS,OWNED,
Yershichi,7226,,,,RUS,OWNED,
PROV7227,7227,,,,,UNNAMED/placeholder,
Port Vila,7228,,,,,UNOWNED,
Peterwardein,7229,,,,CRO,OWNED,
Stanislau,7230,,,,AUS,OWNED,
Rudong,7231,,,,CHI,OWNED,
Ciudad Rodrigo,7232,,,,SPA,OWNED,
Lincoln,7233,,,,GBR,OWNED,
Cumberland,7234,,,,USA,OWNED,
Smiths Falls,7235,,,,UCA,OWNED,
Kakinada,7236,,,,EIC,OWNED,
Dorset,7237,,,,GBR,OWNED,
Lough Neagh,7238,,,,,UNOWNED,
Zafra,7239,,,,SPA,OWNED,
Werschütz,7240,,,,HUN,OWNED,
PROV7241,7241,,,,,UNNAMED/placeholder,
Niobrara,7242,,,,PWN,OWNED,
Daspabella,7243,,,,NAG,OWNED,
Cortegana,7244,,,,SPA,OWNED,
Thayetmo,7245,,,,BUR,OWNED,
Fengjie,7246,,,,CHI,OWNED,
Požega,7247,,,,CRO,OWNED,
Eleuthera,7248,,,,BAH,OWNED,
Shiyan,7249,,,,CHI,OWNED,
Belyi Yar,7250,,,,RUS,OWNED,
Waynesburg,7251,,,,USA,OWNED,
Didoya,7252,,,,DDY,OWNED,
Rajahmundri,7253,,,,EIC,OWNED,
Irish,7254,,,,,UNOWNED,
North,7255,,,,,UNOWNED,
PROV7256,7256,,,,,UNNAMED/placeholder,
Cherkhlomey,7257,,,,RUS,OWNED,
Rockford,7258,,,,MIA,OWNED,
Angostura,7259,,,,CPV,OWNED,
Moffat,7260,,,,,UNOWNED,
Balangir,7261,,,,NAG,OWNED,
Ocaña,7262,,,,SFB,OWNED,
Kirandul,7263,,,,HYD,OWNED,
Amazonas,7264,,,,CPV,OWNED,
Chaitén,7265,,,,,UNOWNED,
Buin,7266,,,,,UNOWNED,
Clapham House,7267,,,,,UNOWNED,
San Felipe,7268,,,,CPV,OWNED,
Botulu,7269,,,,RUS,OWNED,
In Salah,7270,,,,,UNOWNED,
Bakchar,7271,,,,RUS,OWNED,
PROV7272,7272,,,,,UNNAMED/placeholder,
Yellow,7273,,,,,UNOWNED,
PROV7274,7274,,,,,UNNAMED/placeholder,
Tlaxcala,7275,,,,NSP,OWNED,
Grand Erg,7276,,,,,UNOWNED,
Nizhevatorsk,7277,,,,RUS,OWNED,
El Jobal,7278,,,,CPV,OWNED,
Ayagoz,7279,,,,ILI,OWNED,
Menindee,7280,,,,,UNOWNED,
PROV7281,7281,,,,,UNNAMED/placeholder,
Dumfries,7282,,,,GBR,OWNED,
Zapotlán,7283,,,,MEX,OWNED,
Werder,7284,,,,,UNOWNED,
Chetdino,7285,,,,RUS,OWNED,
Storsjön,7286,,,,,UNOWNED,
Atlantic,7287,,,,,UNOWNED,
Belleville,7288,,,,UCA,OWNED,
Lillehammer,7289,,,,NOR,OWNED,
Ayr,7290,,,,GBR,OWNED,
Schleck,7291,,,,COU,OWNED,
Paarl,7292,,,,CPC,OWNED,
Bobrinets,7293,,,,RUS,OWNED,
Arkhalenskoye,7294,,,,RUS,OWNED,
Novoipatovo,7295,,,,RUS,OWNED,
PROV7296,7296,,,,,UNNAMED/placeholder,
Tarrana,7297,,,,EGY,OWNED,
Novosil,7298,,,,RUS,OWNED,
Coburg,7299,,,,UCA,OWNED,
Steinkjer,7300,,,,NOR,OWNED,
Black,7301,,,,,UNOWNED,
Stayner,7302,,,,UCA,OWNED,
Jędrzejów,7303,,,,POL,OWNED,
Corinth,7304,,,,TUR,OWNED,
North,7305,,,,,UNOWNED,
North,7306,,,,,UNOWNED,
Great_Belt,7307,,,,,UNOWNED,
Zengg,7308,,,,CRO,OWNED,
Kirovograd,7309,,,,RUS,OWNED,
Anguilla,7310,,,,LWI,OWNED,
Kattowitz,7311,,,,PRU,OWNED,
Syvash,7312,,,,,UNOWNED,
Issik-Kul,7313,,,,,UNOWNED,
Bolkhov,7314,,,,RUS,OWNED,
Minab,7315,,,,OMA,OWNED,
Oshawa,7316,,,,UCA,OWNED,
Gurdaspur,7317,,,,KHL,OWNED,
Olkusz,7318,,,,POL,OWNED,
Malmyzh,7319,,,,RUS,OWNED,
Farosund,7320,,,,SWE,OWNED,
Toluca,7321,,,,NSP,OWNED,
Catanzaro,7322,,,,NAP,OWNED,
Maastricht,7323,,,,NED,OWNED,
Västervik,7324,,,,SWE,OWNED,
Modena,7325,,,,MOD,OWNED,
Kodima,7326,,,,RUS,OWNED,
Ikela,7327,,,,,UNOWNED,
Uzhgorod,7328,,,,HUN,OWNED,
Karachev,7329,,,,RUS,OWNED,
Ottawa,7330,,,,UCA,OWNED,
Hermansverk,7331,,,,NOR,OWNED,
Collingwood,7332,,,,UCA,OWNED,
Częstochowa,7333,,,,POL,OWNED,
Nibutani,7334,,,,AIN,OWNED,
La Sarre,7335,,,,,UNOWNED,
Lewiston,7336,,,,,UNOWNED,
Bhalki,7337,,,,HYD,OWNED,
Rotterdam,7338,,,,NED,OWNED,
Darwin,7339,,,,,UNOWNED,
Aydin,7340,,,,MNS,OWNED,
Voghera,7341,,,,LBV,OWNED,
Vancouver,7342,,,,HAI,OWNED,
Albidhan,7343,,,,TRI,OWNED,
Eperies,7344,,,,HUN,OWNED,
Hadera,7345,,,,TUR,OWNED,
Sines,7346,,,,POR,OWNED,
Phyngling,7347,,,,NEP,OWNED,
Maningrida,7348,,,,,UNOWNED,
Sitra,7349,,,,EGY,OWNED,
Aldan,7350,,,,RUS,OWNED,
Saru,7351,,,,AIN,OWNED,
Morgantown,7352,,,,USA,OWNED,
Guayaquil,7353,,,,,UNOWNED,
Inyo,7354,,,,,UNOWNED,
Casiguran,7355,,,,PHI,OWNED,
Darigranga,7356,,,,MGA,OWNED,
Mission River,7357,,,,,UNOWNED,
Kota Langsa,7358,,,,LGK,OWNED,
Campbell River,7359,,,,,UNOWNED,
Ke'erlun Sumu,7360,,,,HLJ,OWNED,
Bandahara,7361,,,,ACH,OWNED,
Gorka,7362,,,,NEP,OWNED,
Gulung Mardrulk,7363,,,,,UNOWNED,
Shiraz,7364,,,,,UNOWNED,
Torgo,7365,,,,RUS,OWNED,
Borneo,7366,,,,,UNOWNED,
Nemuro,7367,,,,TKG,OWNED,
Bo,7368,,,,KOY,OWNED,
Galshir,7369,,,,MGA,OWNED,
Urmia,7370,,,,,UNOWNED,
Xikatizun,7371,,,,,UNOWNED,
Cayenne,7372,,,,FRG,OWNED,
Bayantumen,7373,,,,MGA,OWNED,
Bandar e Deylam,7374,,,,,UNOWNED,
Kinel,7375,,,,RUS,OWNED,
Osetrovka,7376,,,,RUS,OWNED,
Edd,7377,,,,EGY,OWNED,
Cuneo,7378,,,,SAR,OWNED,
Nizhny Novgorod,7379,,,,RUS,OWNED,
Garoua,7380,,,,MRA,OWNED,
Mar'evka,7381,,,,RUS,OWNED,
Manfredonia,7382,,,,NAP,OWNED,
Lipetsk,7383,,,,RUS,OWNED,
Mkhi,7384,,,,RUS,OWNED,
Mr Pleasant,7385,,,,,UNOWNED,
Rossosh,7386,,,,RUS,OWNED,
Łuck,7387,,,,LIT,OWNED,
Nevel,7388,,,,LIT,OWNED,
Palakkad,7389,,,,EIC,OWNED,
Tupelo,7390,,,,CDD,OWNED,
Klevan,7391,,,,LIT,OWNED,
Lorca,7392,,,,SPA,OWNED,
Poggetto Tenieri,7393,,,,SAR,OWNED,
Dzerzhinsk,7394,,,,RUS,OWNED,
Télimélé,7395,,,,,UNOWNED,
Botosani,7396,,,,MOL,OWNED,
Jingdezhen,7397,,,,CHI,OWNED,
Chieti,7398,,,,NAP,OWNED,
Yefremov,7399,,,,RUS,OWNED,
Red Lake,7400,,,,ICF,OWNED,
Flathead,7401,,,,,UNOWNED,
Jinshan,7402,,,,CHI,OWNED,
Serta,7403,,,,POR,OWNED,
Bitlis,7404,,,,BTS,OWNED,
Iloilo,7405,,,,PHI,OWNED,
Covelo,7406,,,,PMO,OWNED,
Huamachuco,7407,,,,,UNOWNED,
Naxos,7408,,,,TUR,OWNED,
Huescar,7409,,,,SPA,OWNED,
Emerald,7410,,,,,UNOWNED,
Zogang,7411,,,,BTG,OWNED,
Spice Islands,7412,,,,MZR,OWNED,
Goma,7413,,,,,UNOWNED,
Probolinggo,7414,,,,DEI,OWNED,
Sharlyk,7415,,,,RUS,OWNED,
Mazatlán,7416,,,,MEX,OWNED,
Colville,7417,,,,DNE,OWNED,
Anji,7418,,,,CHI,OWNED,
Petropavl,7419,,,,RUS,OWNED,
Marlinton,7420,,,,USA,OWNED,
Xique-Xique,7421,,,,BRZ,OWNED,
Dunhuang,7422,,,,CHI,OWNED,
Phu Yen,7423,,,,VIE,OWNED,
Khanbogd,7424,,,,ULS,OWNED,
Rivera,7425,,,,LFP,OWNED,
El Coca,7426,,,,QTO,OWNED,
Dalanzadgad,7427,,,,ULS,OWNED,
Mojokerto,7428,,,,DEI,OWNED,
Fuquan,7429,,,,CHI,OWNED,
Nikolaevka,7430,,,,RUS,OWNED,
Puerto Inca,7431,,,,,UNOWNED,
Manturovo,7432,,,,RUS,OWNED,
Pastaza,7433,,,,QTO,OWNED,
Safonovo,7434,,,,RUS,OWNED,
Rybnica,7435,,,,RUS,OWNED,
Lokichar,7436,,,,,UNOWNED,
Guadeloupe,7437,,,,FRA,OWNED,
Gorgorum,7438,,,,BDE,OWNED,
Juchitán,7439,,,,MEX,OWNED,
Grand Marais,7440,,,,,UNOWNED,
Suleskard,7441,,,,NOR,OWNED,
Koudougou,7442,,,,,UNOWNED,
Yartsevo,7443,,,,RUS,OWNED,
Laishevo,7444,,,,RUS,OWNED,
Itaituba,7445,,,,BRZ,OWNED,
Pingshang,7446,,,,CHI,OWNED,
Zolotonosha,7447,,,,RUS,OWNED,
Kozlovka,7448,,,,RUS,OWNED,
Iasi,7449,,,,MOL,OWNED,
Bandar-e-Deylam,7450,,,,,UNOWNED,
Chaozhou,7451,,,,CHI,OWNED,
Máramaros-Sziget,7452,,,,HUN,OWNED,
Sorochinsk,7453,,,,RUS,OWNED,
Eskisehir,7454,,,,TUR,OWNED,
Oswego,7455,,,,USA,OWNED,
Invergordon,7456,,,,GBR,OWNED,
Munising,7457,,,,,UNOWNED,
Prescott,7458,,,,CDD,OWNED,
Orea,7459,,,,SPA,OWNED,
Portola,7460,,,,NUU,OWNED,
Dambulla,7461,,,,KND,OWNED,
Tartus,7462,,,,TUR,OWNED,
Pereslav-khmelnistky,7463,,,,RUS,OWNED,
Canberra,7464,,,,,UNOWNED,
Tebourba,7465,,,,TUN,OWNED,
Dinan,7466,,,,FRA,OWNED,
Alps,7467,,,,,UNOWNED,
Jieyang,7468,,,,CHI,OWNED,
Beregszasz,7469,,,,HUN,OWNED,
Minging,7470,,,,CHI,OWNED,
Bursa,7471,,,,TUR,OWNED,
Baihar,7472,,,,NAG,OWNED,
Shubarkuduk,7473,,,,BKI,OWNED,
Sanming,7474,,,,CHI,OWNED,
PROV7475,7475,,,,HLJ,OWNED,
Searcy,7476,,,,CDD,OWNED,
