province_id,province_name,owner_tag,province_rank,culture,religion,trade_goods,total_pops,assessment_note
5468,Kondol,RUS,settlement,russian,orthodox,grain,5,
5469,Zamora,QTO,settlement,quechua,catholic,coffee,1,
5470,Pulaski,USA,settlement,mohawk,gaihwiio,livestock,1,
5471,Kamishin,RUS,settlement,russian,orthodox,grain,7,
5472,Lubny,RUS,settlement,ukrainian,orthodox,wood,21,
5473,Naro-Formilsk,RUS,settlement,russian,orthodox,wood,11,
5474,Gracač,CRO,settlement,croat,catholic,livestock,8,
5475,Ranukoot,REW,settlement,bihari,hindu,wood,50,
5476,Makri,TUR,settlement,turkish,sunni,textile_fibres,9,
5477,Gospić,CRO,settlement,croat,catholic,grain,14,
5478,Wenden,LIV,settlement,latvian,lutheran,sulphur,12,
5479,Montalcino,TUS,settlement,central_italian,catholic,temperate_fruit,11,
5480,Ustinivka,RUS,settlement,ukrainian,orthodox,grain,4,
5481,Bahariya,EGY,settlement,egyptian_arabic,sunni,livestock,1,
5482,Serres,TUR,settlement,greek,orthodox,copper,11,
5483,Pushtyn,RUS,settlement,russian,orthodox,textile_fibres,7,
5484,Toronto,UCA,settlement,anglo_canadian,reformed,wood,4,
5485,Tra Vinh,VIE,settlement,khmer,theravada,grain,18,
5486,Berezan,RUS,settlement,ukrainian,orthodox,grain,12,
5487,Bokurdat,KHV,settlement,turkmen,sunni,livestock,4,
5488,Svay Rieng,CBI,settlement,khmer,theravada,livestock,21,
5489,Bayard,APA,settlement,navaho,waashat,livestock,0,owned but 0 pops (frontier/empty — normal)
5490,Nicobar,DNI,settlement,moken,zanahary,temperate_fruit,3,
5491,Marmaris,TUR,settlement,turkish,sunni,salt,10,
5492,Duaringa,,settlement,minor_aboriginal,mythic,wood,0,
5493,Kobda,RUS,settlement,bashkir,sunni,livestock,0,owned but 0 pops (frontier/empty — normal)
5494,Genoa,GEN,city,north_italian,catholic,copper,84,
5495,Selkirk,,settlement,ojibwe-potawatomi,waashat,wood,1,
5496,Yakushima,SHZ,settlement,okinawan,mahayana,fish,2,
5497,Steinbach,,settlement,ojibwe-potawatomi,waashat,wood,1,
5498,Somosierra,SPA,settlement,castilian,catholic,wood,10,
5499,Hurghada,EGY,settlement,egyptian_arabic,sunni,fish,2,
5500,Fort La Reine,ICF,settlement,ojibwe-potawatomi,waashat,fish,1,
5501,Sharypovo,RUS,settlement,tuvan,sunni,wood,0,owned but 0 pops (frontier/empty — normal)
5502,Nokhur,,settlement,turkmen,shiite,livestock,6,
5503,Unalaska,,settlement,yupik,inuit,fish,1,
5504,Jayawijaya Range,,settlement,papuan,mythic,,0,
5505,Kofa,APA,settlement,apache,waashat,textile_fibres,0,owned but 0 pops (frontier/empty — normal)
5506,Chingleput,EIC,settlement,tamil,hindu,grain,91,
5507,Colby,ARP,settlement,arapaho,waashat,livestock,0,owned but 0 pops (frontier/empty — normal)
5508,Coral Bay,,settlement,minor_aboriginal,mythic,livestock,0,
5509,Kokshetau,RUS,settlement,kazakh,sunni,wood,2,
5510,Guadalajara,NSP,city,mexican,catholic,dye,40,
5511,Puno,,settlement,peruvian,catholic,copper,13,
5512,Lybian Desert,,settlement,tuareg,sunni,camel,0,
5513,Mariinsk,RUS,settlement,tuvan,sunni,wood,0,owned but 0 pops (frontier/empty — normal)
5514,Simanjiro,,settlement,kiunguja,bantu,vegetables,19,
5515,Minneapolis,DAK,settlement,yanktonai,waashat,livestock,0,owned but 0 pops (frontier/empty — normal)
5516,Stupino,RUS,settlement,russian,orthodox,grain,8,
5517,Lycksele,SWE,settlement,swedish,lutheran,lead,0,owned but 0 pops (frontier/empty — normal)
5518,Yukseevo,RUS,settlement,russian,orthodox,wood,2,
5519,Essex,GBR,settlement,english,anglican,grain,64,
5520,Sinegor'e,RUS,settlement,russian,orthodox,wood,0,owned but 0 pops (frontier/empty — normal)
5521,Libourne,FRA,city,occitan,catholic,wood,65,
5522,Lesjöfors,SWE,settlement,swedish,lutheran,wood,3,
5523,Koshankol,RUS,settlement,kazakh,sunni,livestock,0,owned but 0 pops (frontier/empty — normal)
5524,Colombian Andes,,settlement,russian,orthodox,cloth,0,
5525,Belfast,GBR,city,anglo_irish,reformed,textile_fibres,93,
5526,Tio,EGY,settlement,tigre,sunni,fish,11,
5527,Demyanivka,CRM,settlement,ukrainian,orthodox,grain,3,
5528,Firenze,TUS,city,central_italian,catholic,temperate_fruit,62,
5529,Berislav,RUS,settlement,ukrainian,orthodox,grain,7,
5530,Jamshoro,SND,settlement,sindhi,sunni,grain,30,
5531,Bünyan,TUR,settlement,turkish,sunni,livestock,11,
5532,Dax,FRA,settlement,occitan,catholic,wood,22,
5533,Sunne,SWE,settlement,swedish,lutheran,wood,4,
5534,Hamilton,UCA,settlement,anglo_canadian,reformed,industrial_fibres,4,
5535,Armavir,ERI,settlement,armenian,coptic,textile_fibres,6,
5536,Laizhou,CHI,settlement,beihua,daoism,wood,117,
5537,Derry,GBR,settlement,irish,reformed,gold,73,
5538,Maramag,,settlement,bisayan,anito,stone,5,
5539,Weifang,CHI,city,beihua,daoism,wood,210,
5540,Rustenburg,,settlement,tswana,bantu,grain,5,
5541,Mosul,MOS,city,iraqi,sunni,textile_fibres,39,
5542,Empoli,TUS,settlement,central_italian,catholic,temperate_fruit,34,
5543,Arab,CHT,settlement,choctaw,waashat,textile_fibres,0,owned but 0 pops (frontier/empty — normal)
5544,Maui,HWI,settlement,hawaiian,mana,vegetables,7,
5545,Ganzhou,CHI,settlement,hakka,daoism,grain,163,
5546,Emlak,TUR,settlement,turkish,sunni,temperate_fruit,3,
5547,Ar,,settlement,bedouin,sunni,livestock,1,
5548,Patricia,ICF,settlement,cree,inuit,sulphur,1,
5549,Pullman,,settlement,shoshone,waashat,wood,2,
5550,Tifton,MSG,settlement,alabama,waashat,textile_fibres,1,
5551,Capão Bonito,BRZ,settlement,guarani,catimbo,grain,2,
5552,Gastonia,USA,settlement,dixie,reformed,grain,8,
5553,Marawi,MNA,settlement,bisayan,sunni,wood,9,
5554,Ahal,KHV,settlement,turkmen,sunni,livestock,0,owned but 0 pops (frontier/empty — normal)
5555,Choma,BRS,settlement,shona,bantu,grain,10,
5556,Paphos,TUR,settlement,greek,orthodox,copper,5,
5557,Cervantes,,settlement,minor_aboriginal,mythic,livestock,0,
5558,Tuluchi,MNC,settlement,amur,mahayana,wood,1,
5559,Belize City,BLZ,settlement,afro_caribbean,evangelical,hardwood,4,
5560,Lus,LSB,settlement,baloch,mahdavia,stone,10,
5561,Ciudad del Carmen,NSP,settlement,mexican,catholic,vegetables,10,
5562,Uqlat as Suqur,DRY,settlement,bedouin,wahhabi,livestock,9,
5563,Richland,LKU,settlement,sahaptin,earth_lodge,wood,0,owned but 0 pops (frontier/empty — normal)
5564,Guarapuava,BRZ,settlement,brazilian,catholic,vegetables,4,
5565,Asheville,USA,settlement,dixie,reformed,grain,4,
5566,Amazon Rainforest,,settlement,tupi,catimbo,cloth,0,
5567,Nahar,,settlement,persian,shiite,livestock,2,
5568,Necochea,,settlement,rankulche,tain_feyentun,livestock,1,
5569,Varandey,RUS,settlement,samoyed,orthodox,wood,0,owned but 0 pops (frontier/empty — normal)
5570,Umm Lajj,EGY,settlement,bedouin,sunni,textile_fibres,9,
5571,Juliaca,,settlement,peruvian,catholic,grain,10,
5572,Liverpool,GBR,city,english,anglican,stone,78,
5573,Charozero,RUS,settlement,russian,orthodox,wood,3,
5574,Ströms vattudal,,settlement,swedish,lutheran,wood,0,
5575,Zarichne,LIT,settlement,belarusian,orthodox,grain,7,
5576,Olshanske,RUS,settlement,ukrainian,orthodox,grain,8,
5577,Kobryn,LIT,settlement,ukrainian,catholic,grain,3,
5578,Castellón,SPA,settlement,catalan,catholic,fish,20,
5579,Helmstedt,BRG,settlement,north_german,lutheran,stone,8,
5580,Viveiro,SPA,settlement,galician,catholic,fish,15,
5581,Les Andelys,FRA,settlement,french,catholic,textile_fibres,15,
5582,Brest,FRA,city,breton,catholic,livestock,36,
5583,Dundalk,GBR,settlement,irish,catholic,vegetables,47,
5584,Sofia,TUR,city,bulgarian,orthodox,grain,45,
5585,Östersund,SWE,settlement,swedish,lutheran,wood,1,
5586,Busan,KOR,city,korean,mahayana,grain,115,
5587,Grljan,TUR,settlement,serb,orthodox,livestock,21,
5588,Lancaster,USA,settlement,yankee,reformed,stone,0,owned but 0 pops (frontier/empty — normal)
5589,Mostar,TUR,settlement,croat,catholic,grain,13,
5590,Shiryaeve,RUS,settlement,ukrainian,orthodox,grain,4,
5591,Rangamati,EIC,settlement,bengali,sunni,grain,25,
5592,Benidorm,SPA,settlement,castilian,catholic,fish,16,
5593,Hannover,HAN,city,north_german,lutheran,vegetables,33,
5594,Ji'an,MNC,settlement,korean,mahayana,wood,6,
5595,Angoram,,settlement,papuan,mythic,hardwood,1,
5596,Oyyl,BKI,settlement,kazakh,sunni,livestock,0,owned but 0 pops (frontier/empty — normal)
5597,Al Jawf,,settlement,bedouin,wahhabi,livestock,1,
5598,Tanahgrogot,PSR,settlement,banjar,hindu,fish,2,
5599,Najaf,MFQ,city,iraqi,shiite,grain,8,
5600,Miri,BRU,settlement,bornean,sunni,livestock,14,
5601,Namwon,KOR,settlement,korean,mahayana,grain,36,
5602,Nome,,settlement,inupiat,inuit,fur,1,
5603,Burlington,USA,settlement,yankee,reformed,wood,15,
5604,Livno,TUR,settlement,croat,catholic,livestock,17,
5605,Atassu,ORT,settlement,kazakh,sunni,textile_fibres,0,owned but 0 pops (frontier/empty — normal)
5606,Madaripur,EIC,settlement,bengali,sunni,sugar,57,
5607,Temvik,YNK,settlement,yanktonai,waashat,grain,0,owned but 0 pops (frontier/empty — normal)
5608,Shihu,MNC,settlement,korean,mahayana,grain,2,
5609,Dédougou,,settlement,mossi,sunni,wood,24,
5610,Yellowstone,,settlement,shoshone,waashat,livestock,0,
5611,Huma,HLJ,settlement,oroqen,siberian_shamanism,wood,5,
5612,Xiangyang,CHI,city,beihua,daoism,textile_fibres,232,
5613,McKinlay,,settlement,pama,mythic,wood,0,
5614,Grand Erg,,settlement,tamazight,sunni,camel,0,
5615,Chukai,JHR,settlement,malayan,sunni,grain,5,
5616,Wuwei,CHI,settlement,beihua,daoism,copper,170,
5617,Homer,,settlement,koyukon,inuit,fish,1,
5618,Pita,FTJ,settlement,fulani,sunni,livestock,28,
5619,Swellendam,CPC,settlement,boer,reformed,grain,5,
5620,Sharoah,DRY,settlement,bedouin,wahhabi,livestock,1,
5621,Hinggan Mountains,,settlement,beihua,mahayana,wood,0,
5622,Mount Isa,,settlement,minor_aboriginal,mythic,livestock,0,
5623,Haibei,CHI,settlement,amdo,mahayana,livestock,13,
5624,North Wales,GBR,settlement,welsh,anglican,lead,24,
5625,PROV5625,RUS,settlement,russian,orthodox,grain,0,owned but 0 pops (frontier/empty — normal)
5626,Slobodskoy,RUS,settlement,russian,orthodox,wood,6,
5627,Severny,RUS,settlement,russian,orthodox,wood,3,
5628,Torrelavega,SPA,settlement,castilian,catholic,iron,13,
5629,Caernarfonshire,GBR,settlement,welsh,anglican,copper,11,
5630,Baryatino,RUS,settlement,russian,orthodox,wood,11,
5631,PROV5631,RUS,settlement,russian,orthodox,wood,0,owned but 0 pops (frontier/empty — normal)
5632,Tsyuropinsk,CRM,settlement,russian,orthodox,temperate_fruit,5,
5633,Pirot,TUR,settlement,serb,orthodox,lead,21,
5634,Bilozerka,RUS,settlement,ukrainian,orthodox,grain,12,
5635,Pune,MRT,city,marathi,hindu,iron,121,
5636,Tutova,MOL,settlement,romanian,orthodox,iron,10,
5637,Dinar,MNS,settlement,turkish,sunni,stone,16,
5638,Llanes,SPA,settlement,asturian,catholic,livestock,16,
5639,Afanas'evo,RUS,settlement,russian,orthodox,wood,2,
5640,Portland,USA,city,yankee,anglican,fish,24,
5641,Mortagne-au-Perche,FRA,settlement,french,catholic,livestock,30,
5642,Tripoli,TRI,city,libyan,sunni,livestock,31,
5643,Spas-Demetsk,RUS,settlement,russian,orthodox,textile_fibres,7,
5644,Lae,,settlement,papuan,mythic,hardwood,1,
5645,Zuwara,TRI,settlement,libyan,sunni,livestock,5,
5646,Nefedova,RUS,settlement,khakas,sunni,wood,1,
5647,Casablanca,MOR,city,moroccan,sunni,temperate_fruit,33,
5648,Pristina,TUR,settlement,serb,orthodox,grain,30,
5649,Tongshencun,HLJ,settlement,manchu,mahayana,wood,4,
5650,Bohol,PHI,settlement,bisayan,catholic,fish,1,
5651,Dragomiresti,MOL,settlement,romanian,orthodox,grain,9,
5652,Chauk,BUR,settlement,kachin,theravada,livestock,9,
5653,Kula,TUR,settlement,turkish,sunni,textile_fibres,24,
5654,Cap Haitian,HTK,settlement,afro_haitian,catholic,coffee,14,
5655,Laconia,USA,settlement,yankee,reformed,stone,14,
5656,Aksuat,ILI,settlement,kazakh,sunni,textile_fibres,5,
5657,Nambak,LPR,settlement,laotian,linh,livestock,6,
5658,Tibooburra,,settlement,minor_aboriginal,mythic,livestock,0,
5659,Lingyun,CHI,settlement,ping,daoism,grain,13,
5660,Makassar,DEI,settlement,sulawesi,sunni,coffee,16,
5661,El Borma,,settlement,tamazight,sunni,camel,0,
5662,Ingair,RUS,settlement,russian,orthodox,wood,2,
5663,Numazu,IZU,settlement,japanese,shinto,tea,78,
5664,Surgut,RUS,settlement,russian,orthodox,wood,1,
5665,Baiquan,HLJ,settlement,manchu,mahayana,wood,5,
5666,Takusa,SNR,settlement,amharic,coptic,vegetables,28,
5667,Buthidaung,BUR,settlement,rohingya,sunni,grain,12,
5668,Bangui,,settlement,ngbandi,hausa,livestock,19,
5669,Carora,CPV,settlement,colombian,catholic,sugar,3,
5670,Kaya,BSS,settlement,mossi,sunni,grain,27,
5671,Streaky Bay,,settlement,minor_aboriginal,mythic,textile_fibres,0,
5672,Puding,CHI,settlement,shangjiang,theravada,tobacco,80,
5673,Blackall,,settlement,minor_aboriginal,mythic,wood,0,
5674,Ouargla,TOU,settlement,tamazight,ibadi,livestock,3,
5675,Poivovskyy,RUS,settlement,russian,orthodox,wood,2,
5676,Orsa,SWE,settlement,swedish,lutheran,stone,2,
5677,Santa Marta,SFB,city,colombian,catholic,sugar,12,
5678,Mazanzele,MOZ,settlement,shona,catholic,grain,10,
5679,Dezful,,settlement,marsh_arab,shiite,textile_fibres,7,
5680,Zubtsovo,RUS,settlement,russian,orthodox,vegetables,4,
5681,Caledon,CPC,settlement,boer,reformed,grain,0,owned but 0 pops (frontier/empty — normal)
5682,Stade,HAN,settlement,north_german,lutheran,sulphur,7,
5683,Mora,SWE,settlement,swedish,lutheran,stone,3,
5684,Sulkava,FIN,settlement,finnish,lutheran,wood,3,
5685,Longnan,CHI,settlement,beihua,mahayana,copper,53,
5686,Odessa,RUS,city,ukrainian,orthodox,temperate_fruit,18,
5687,Chistopol,RUS,settlement,mordvin,orthodox,wood,6,
5688,Mersin,CIL,settlement,turkish,sunni,hemp,23,
5689,Skorodnoe,RUS,settlement,ukrainian,orthodox,grain,10,
5690,Mologino,RUS,settlement,russian,orthodox,temperate_fruit,3,
5691,Vigo,SPA,settlement,galician,catholic,fish,14,
5692,Bar-le-Duc,FRA,settlement,french,catholic,grain,19,
5693,Mayenne,FRA,settlement,french,catholic,stone,40,
5694,Bremervorde,HAN,settlement,north_german,lutheran,livestock,19,
5695,Sorgun,TUR,settlement,turkish,sunni,vegetables,4,
5696,Pieksämäki,FIN,settlement,finnish,lutheran,stone,3,
5697,Port Macquarie,,settlement,minor_aboriginal,mythic,grain,0,
5698,El Ezzeiat,TRI,settlement,libyan,sunni,livestock,1,
5699,Sungurlu,TUR,settlement,turkish,sunni,textile_fibres,5,
5700,Saripodobetsu,MAE,settlement,hokkaido_ainu,kamuy,wood,2,
5701,Haskovo,TUR,settlement,bulgarian,orthodox,iron,10,
5702,Chisinau,RUS,city,moldovan,orthodox,temperate_fruit,44,
5703,Pulau Taliabu,DEI,settlement,melanesian,sunni,temperate_fruit,6,
5704,Karaman,TUR,settlement,turkish,sunni,textile_fibres,11,
5705,Sudzha,RUS,settlement,ukrainian,orthodox,textile_fibres,10,
5706,Kuiang-up,KOR,settlement,korean,mahayana,grain,32,
5707,Concord,USA,city,yankee,reformed,fish,31,
5708,Topeka,CMC,settlement,kiowa,waashat,livestock,0,owned but 0 pops (frontier/empty — normal)
5709,Fougères,FRA,settlement,breton,catholic,livestock,40,
5710,Amnat Charoen,CPK,settlement,khmer,theravada,livestock,4,
5711,Kungur,RUS,settlement,russian,orthodox,wood,7,
5712,Luding,CKL,settlement,shangjiang,daoism,grain,14,
5713,Samarai,,settlement,papuan,mythic,hardwood,1,
5714,Adiri,TRI,settlement,libyan,sunni,livestock,1,
5715,Nice,SAR,city,north_italian,catholic,dye,16,
5716,Shucaicun,MNC,settlement,manchu,mahayana,vegetables,2,
5717,Plovdiv,TUR,city,bulgarian,orthodox,gold,26,
5718,Cape Soya,,settlement,hokkaido_ainu,kamuy,fur,1,
5719,Vipan,PHI,settlement,ilocano,catholic,tobacco,13,
5720,Khujirt,ULS,settlement,mongolian,mahayana,livestock,1,
5721,Chongju,KOR,settlement,korean,mahayana,fish,46,
5722,Gardo,WGL,settlement,somali,sunni,livestock,3,
5723,Bayansair,ULS,settlement,mongolian,mahayana,livestock,1,
5724,Zalantun,HLJ,settlement,mongolian,mahayana,wood,3,
5725,Maha Sarakham,SIA,settlement,khmer,theravada,vegetables,11,
5726,Waiau,,settlement,maori,rangi,gold,1,
5727,Bome,TIB,settlement,tshangla,mahayana,livestock,5,
5728,Wailapu,,settlement,papuan,mythic,temperate_fruit,1,
5729,Sarak,AFG,settlement,baloch,sunni,livestock,3,
5730,Chapayevo,RUS,settlement,yakut,tengri,wood,0,owned but 0 pops (frontier/empty — normal)
5731,Uruapan,MEX,settlement,purepecha,catholic,silver,17,
5732,Berbera,ISQ,city,somali,sunni,gems,14,
5733,Hinggang,CHI,settlement,mongolian,mahayana,temperate_fruit,8,
5734,Hobart,,settlement,palawa,mythic,temperate_fruit,1,
5735,Farah,AFG,city,pashtun,sunni,livestock,19,
5736,Nqutu,ZUL,settlement,sotho,bantu,livestock,28,
5737,Ishagamu,IJE,settlement,yoruba,orisha,gold,36,
5738,Ozerki,RUS,settlement,russian,orthodox,wood,2,
5739,Lille,FRA,settlement,french,catholic,grain,63,
5740,Gornozadovsk,,settlement,russian,orthodox,cloth,0,
5741,Hartford,USA,city,yankee,reformed,livestock,21,
5742,Jönköping,SWE,settlement,swedish,lutheran,industrial_fibres,7,
5743,Pyhäjärvi,FIN,settlement,finnish,orthodox,livestock,7,
5744,Chaumont,FRA,settlement,french,catholic,vegetables,19,
5745,Prenzlau,PRU,settlement,north_german,lutheran,industrial_fibres,20,
5746,Nikolsl,RUS,settlement,russian,orthodox,wood,0,owned but 0 pops (frontier/empty — normal)
5747,Yozgat,TUR,settlement,turkish,sunni,textile_fibres,10,
5748,Ramnicu Sarat,MOL,settlement,romanian,orthodox,grain,18,
5749,Phan Thiet,CPA,settlement,chamic,banhi,gold,19,
5750,Gorgeny,TRS,settlement,hungarian,reformed,stone,46,
5751,Boulogne-sur-Mer,FRA,settlement,french,catholic,vegetables,35,
5752,Chalcis,TUR,settlement,greek,orthodox,fish,5,
5753,Poughkeepsie,USA,settlement,yankee,reformed,grain,13,
5754,Borås,SWE,settlement,swedish,lutheran,livestock,9,
5755,Wellsboro,USA,settlement,yankee,anglican,livestock,3,
5756,Avallon,FRA,settlement,french,catholic,stone,23,
5757,Firan,EGY,settlement,egyptian_arabic,sunni,gems,2,
5758,Rostock,MKS,settlement,north_german,lutheran,grain,17,
5759,Minamitlán,MEX,settlement,nahuatl,catholic,coffee,4,
5760,El Hafair,EGY,settlement,egyptian_arabic,sunni,grain,17,
5761,Chinook,CRW,settlement,sisika,waashat,grain,0,owned but 0 pops (frontier/empty — normal)
5762,Wujiang,CHI,settlement,wu,daoism,grain,130,
5763,Çankiri,TUR,settlement,turkish,sunni,textile_fibres,18,
5764,Tianzhuyiaozhing,CHI,settlement,manchu,mahayana,vegetables,17,
5765,Dong Nai,VIE,settlement,vietnamese,theravada,coffee,14,
5766,Thorenburg,TRS,settlement,romanian,orthodox,temperate_fruit,24,
5767,Binh Dinh,VIE,settlement,vietnamese,theravada,coffee,12,
5768,Athens,TUR,city,greek,orthodox,fish,23,
5769,Aramac,,settlement,minor_aboriginal,mythic,wood,0,
5770,Lock Haven,USA,settlement,yankee,anglican,livestock,0,owned but 0 pops (frontier/empty — normal)
5771,Great Slave,,settlement,,,,0,
5772,Naomaozhen,KML,settlement,uighur,sunni,livestock,1,
5773,Içara,BRZ,settlement,guarani,pagelanca,grain,3,
5774,Ok Tedi,,settlement,papuan,mythic,copper,1,
5775,Petrovskoye,RUS,settlement,bashkir,orthodox,stone,5,
5776,Sabyetta,RUS,settlement,samoyed,mari,wood,0,owned but 0 pops (frontier/empty — normal)
5777,Suining,CHI,settlement,shangjiang,daoism,grain,83,
5778,Memphis,CDD,settlement,caddo,evangelical,industrial_fibres,3,
5779,Huzhou,CHI,settlement,wu,daoism,silk,111,
5780,Krutinka,RUS,settlement,russian,orthodox,wood,3,
5781,East Ujimqin,CHI,settlement,mongolian,mahayana,livestock,2,
5782,Crateús,BRZ,settlement,brazilian,catholic,livestock,1,
5783,Kon Plong,VIE,settlement,vietnamese,theravada,coffee,12,
5784,Balsas,BRZ,settlement,tupi,catimbo,livestock,2,
5785,Garacad,MEE,settlement,somali,sunni,fish,4,
5786,Guiyang,CHI,city,shangjiang,daoism,wood,135,
5787,North Himalayas,,settlement,tibetan,mahayana,,0,
5788,Kangding,CKL,settlement,shangjiang,daoism,tea,21,
5789,Kopeysk,RUS,settlement,russian,orthodox,wood,3,
5790,Arvika,SWE,settlement,swedish,lutheran,copper,3,
5791,Konso,BOE,settlement,sidamic,kenyan,temperate_fruit,25,
5792,Xiangshan,CHI,settlement,wu,daoism,wood,150,
5793,Druzhba,ILI,settlement,uighur,sunni,livestock,3,
5794,Sibut,,settlement,ngbandi,hausa,iron,17,
5795,Vesoul,FRA,city,french,catholic,vegetables,48,
5796,Ngaoundéré,,settlement,bamileke,hausa,elephants,21,
5797,Rechutska,LIT,settlement,belarusian,orthodox,vegetables,13,
5798,Oslo,NOR,settlement,norwegian,lutheran,grain,10,
5799,Lublinitz,PRU,settlement,polish,catholic,silver,14,
5800,Mianwali,KHL,settlement,urdu,sunni,grain,20,
5801,Mediash,TRS,settlement,austrian,evangelical,gold,35,
5802,Gleiwitz,PRU,city,polish,catholic,coal,16,
5803,Rushan,CHI,settlement,beihua,pure_land_buddhism,fish,73,
5804,Wetzlar,PRU,settlement,south_german,lutheran,iron,14,
5805,Hopi,APA,settlement,apache,waashat,grain,0,owned but 0 pops (frontier/empty — normal)
5806,Orléans,FRA,city,french,catholic,temperate_fruit,33,
5807,Azarychy,LIT,settlement,belarusian,orthodox,vegetables,4,
5808,Yamburg,RUS,settlement,russian,orthodox,grain,6,
5809,Xiushi,CHI,settlement,gan,daoism,tea,26,
5810,Lisbon,POR,city,portuguese,catholic,stone,87,
5811,Vicksburg,CDD,settlement,caddo,waashat,livestock,0,owned but 0 pops (frontier/empty — normal)
5812,Zhenjiatun,CHI,settlement,manchu,mahayana,wood,12,
5813,Bac Lieu,VIE,settlement,khmer,theravada,fish,17,
5814,Zhaoyuan,CHI,settlement,beihua,daoism,gold,87,
5815,Laiyuan,CHI,settlement,beihua,daoism,grain,81,
5816,Ridgeway,USA,settlement,yankee,anglican,livestock,0,owned but 0 pops (frontier/empty — normal)
5817,Mao,,settlement,tobou,sunni,industrial_fibres,10,
5818,Magdalena,,settlement,platense,catholic,livestock,5,
5819,Kopbulak,KSH,settlement,kazakh,sunni,wood,0,owned but 0 pops (frontier/empty — normal)
5820,Sinjar,MOS,settlement,kurdish,sunni,textile_fibres,9,
5821,Fort Sint Anthony,DAF,settlement,anyin,akan,gold,22,
5822,Pocheng,CHI,settlement,min,daoism,grain,23,
5823,Thompson,,settlement,chipewyan,inuit,fish,1,
5824,Winnfield,LSA,settlement,koasati,waashat,grain,0,owned but 0 pops (frontier/empty — normal)
5825,Xinnongxiang,MKD,settlement,manchu,mahayana,industrial_fibres,2,
5826,Kennet,,settlement,dixie,evangelical,tobacco,2,
5827,Sichon,SIA,settlement,thai,theravada,fish,5,
5828,Camden,,settlement,dixie,evangelical,tobacco,8,
5829,Latakia,TUR,settlement,levantine,alawite,tobacco,16,
5830,Fort George,HBC,settlement,nunavik,inuit,fur,1,
5831,Purus,,settlement,tupi,pagelanca,rubber,1,"'rubber' = intended Victorian-TC/Self-Strengthening good (design, not anachronism)"
5832,Fort Smith,CDD,settlement,wichita,waashat,livestock,4,
5833,Shardara,GKH,settlement,tajik,sunni,temperate_fruit,8,
5834,Carmen de Areco,,settlement,rankulche,tain_feyentun,grain,2,
5835,Nafy,DRY,settlement,bedouin,wahhabi,livestock,7,
5836,Saint-Louis,FCA,settlement,fulani,sunni,wood,13,
5837,Jodhpur,JAI,settlement,rajasthani,hindu,livestock,17,
5838,Tioga,ICF,settlement,assiniboine,waashat,grain,0,owned but 0 pops (frontier/empty — normal)
5839,Joplin,OSG,settlement,osage,waashat,tobacco,0,owned but 0 pops (frontier/empty — normal)
5840,Madeira,BRZ,settlement,tupi,pagelanca,rubber,1,"'rubber' = intended Victorian-TC/Self-Strengthening good (design, not anachronism)"
5841,Kattaqo'rg'on,BUK,settlement,uzbek,sunni,industrial_fibres,26,
5842,Chachro,SND,settlement,sindhi,sunni,livestock,10,
5843,Vorzogory,RUS,settlement,russian,orthodox,wood,2,
5844,Rakhmanovka,RUS,settlement,russian,orthodox,livestock,3,
5845,Degtyaritsy,RUS,settlement,russian,orthodox,wood,4,
5846,Borisov,LIT,settlement,belarusian,orthodox,grain,12,
5847,Porto,POR,city,portuguese,catholic,textile_fibres,69,
5848,Teplovo,RUS,settlement,russian,orthodox,wood,2,
5849,Ouahigouya,YAT,settlement,mossi,sunni,wood,27,
5850,Bourges,FRA,settlement,french,catholic,temperate_fruit,23,
5851,Balakovo,RUS,settlement,russian,orthodox,vegetables,10,
5852,Myshkin,RUS,settlement,russian,orthodox,wood,5,
5853,Slobozia,WAL,settlement,romanian,orthodox,grain,6,
5854,Slanic,WAL,settlement,romanian,orthodox,temperate_fruit,17,
5855,Lolak,DEI,settlement,sulawesi,sunni,coffee,14,
5856,Belenyes,HUN,settlement,austrian,reformed,wood,11,
5857,Gródek,AUS,settlement,polish,catholic,grain,33,
5858,Gaomi,CHI,settlement,beihua,pure_land_buddhism,wood,50,
5859,Newark,USA,settlement,yankee,reformed,grain,11,
5860,Bogorodsk,RUS,settlement,russian,orthodox,wood,10,
5861,Carlsbad,NSP,settlement,chiricahua,catholic,livestock,2,
5862,Loches,FRA,settlement,french,catholic,temperate_fruit,15,
5863,Aizawl,EIC,settlement,bengali,theravada,spices,47,
5864,Suzemka,RUS,settlement,russian,orthodox,industrial_fibres,5,
5865,Turush,,settlement,kazakh,sunni,temperate_fruit,0,
5866,Comilla,EIC,settlement,bengali,sunni,grain,187,
5867,Ekalaka,LAK,settlement,cheyenne,waashat,grain,0,owned but 0 pops (frontier/empty — normal)
5868,Lianzhou,CHI,settlement,yue,daoism,grain,27,
5869,Albarracín,SPA,settlement,castilian,catholic,wood,7,
5870,Luohe,CHI,settlement,beihua,daoism,grain,116,
5871,Gorontalo,DEI,settlement,sulawesi,sunni,livestock,15,
5872,Arad,HUN,settlement,romanian,orthodox,wood,10,
5873,Yala,,settlement,malayan,sunni,tin,2,
5874,Laiwu,CHI,settlement,beihua,pure_land_buddhism,iron,105,
5875,Rotorua,NTW,settlement,maori,rangi,wood,1,
5876,temperate_fruit Bay,SEM,settlement,mikasuki,waashat,grain,2,
